No.;Gene name;Drug target oncokb
9286;GCDH;#N/A
9287;SCARB2;#N/A
9288;ANKRD27;#N/A
9289;FAM9B;#N/A
9290;OGDH;#N/A
9291;CTRL;#N/A
9292;KIAA0232;#N/A
9293;C11orf49;#N/A
9294;KLRC1;#N/A
9295;SPIN2B;#N/A
9296;IST1;#N/A
9297;TBC1D4;#N/A
9298;CSPG5;#N/A
9299;JKAMP;#N/A
9300;PARL;#N/A
9301;CDK15;#N/A
9302;CD5;#N/A
9303;ARHGAP26;x
9304;RRP8;#N/A
9305;KATNB1;#N/A
9306;JRK;#N/A
9307;CDH9;#N/A
9308;NEURL2;#N/A
9309;SEPTIN10;#N/A
9310;SLC25A16;#N/A
9311;ISY1;#N/A
9312;FAM102B;#N/A
9313;CIDEB;#N/A
9314;CIAPIN1;#N/A
9315;TTC9C;#N/A
9316;SLC30A5;#N/A
9317;CDR2;#N/A
9318;WDR89;#N/A
9319;TSSK3;#N/A
9320;MAST1;#N/A
9321;COL20A1;#N/A
9322;CDC14B;#N/A
9323;KIN;#N/A
9324;CRIP2;#N/A
9325;TSSK6;#N/A
9326;HTR4;#N/A
9327;UBE3C;#N/A
9328;GSE1;#N/A
9329;KRT19;#N/A
9330;RUFY1;#N/A
9331;FUCA1;#N/A
9332;SRP19;#N/A
9333;VPS4B;#N/A
9334;WDR83OS;#N/A
9335;SRSF8;#N/A
9336;FAM117B;#N/A
9337;TTYH1;#N/A
9338;PRRG4;#N/A
9339;GALNT7;#N/A
9340;KRT20;#N/A
9341;CWC15;#N/A
9342;TRPV1;#N/A
9343;EHD1;#N/A
9344;TIMM17A;#N/A
9345;BMP15;#N/A
9346;RAB40B;#N/A
9347;FAM20B;#N/A
9348;GNPTAB;#N/A
9349;PDLIM4;#N/A
9350;CNR1;#N/A
9351;ISCU;#N/A
9352;CNN3;#N/A
9353;UTP6;#N/A
9354;RARS2;#N/A
9355;LMO3;#N/A
9356;NGB;#N/A
9357;TSPAN17;#N/A
9358;FCGRT;#N/A
9359;SPTB;#N/A
9360;PTPN18;#N/A
9361;DDX42;#N/A
9362;COX5B;#N/A
9363;WDR82;#N/A
9364;TRANK1;#N/A
9365;UNC79;#N/A
9366;ARRDC3;#N/A
9367;RPS6KC1;#N/A
9368;ENO2;#N/A
9369;SLC26A2;#N/A
9370;SLC12A7;#N/A
9371;PCMTD2;#N/A
9372;BBS1;#N/A
9373;NSUN7;#N/A
9374;SCAMP4;#N/A
9375;ARL6;#N/A
9376;H2AC15;#N/A
9377;UBQLN2;#N/A
9378;SLFN5;#N/A
9379;CFB;#N/A
9380;PHF19;x
9381;LYRM7;#N/A
9382;C10orf90;#N/A
9383;LACC1;#N/A
9384;ASB7;#N/A
9385;KCNE2;#N/A
9386;FAM83G;#N/A
9387;RPRD1A;#N/A
9388;CMAS;#N/A
9389;TUBE1;#N/A
9390;GET4;#N/A
9391;PRAF2;#N/A
9392;MDN1;#N/A
9393;CCDC40;#N/A
9394;PEX7;#N/A
9395;SPRYD4;#N/A
9396;CEND1;#N/A
9397;STARD3;#N/A
9398;C11orf16;#N/A
9399;MRRF;#N/A
9400;PCK2;#N/A
9401;AKR1C1;#N/A
9402;GTF2IRD2B;#N/A
9403;MGMT;#N/A
9404;STT3A;#N/A
9405;RSRC2;#N/A
9406;PCDHGA11;#N/A
9407;ZER1;#N/A
9408;CDK11B;#N/A
9409;DPM2;#N/A
9410;CPD;#N/A
9411;FBXL5;#N/A
9412;ITGAD;#N/A
9413;ATP1B1;#N/A
9414;TCHP;#N/A
9415;ANXA6;#N/A
9416;COPZ1;#N/A
9417;SPATA24;#N/A
9418;GALNS;#N/A
9419;RAB2B;#N/A
9420;ABLIM3;#N/A
9421;ZNF747;#N/A
9422;EMC8;#N/A
9423;SIRT4;#N/A
9424;LYRM4;#N/A
9425;PITPNM1;#N/A
9426;TFPI;#N/A
9427;SIX5;#N/A
9428;MKRN1;#N/A
9429;COMMD4;#N/A
9430;RPF1;#N/A
9431;PADI3;#N/A
9432;GPBP1;#N/A
9433;MS4A1;#N/A
9434;QPCTL;#N/A
9435;FASTKD1;#N/A
9436;F11;#N/A
9437;RCAN1;#N/A
9438;ANKMY2;#N/A
9439;CNTNAP4;#N/A
9440;ATP5IF1;#N/A
9441;MTMR9;#N/A
9442;DHX32;#N/A
9443;SSR3;#N/A
9444;TAS2R7;#N/A
9445;ZMAT2;#N/A
9446;TMEM123;#N/A
9447;KCNA2;#N/A
9448;CYP2C19;#N/A
9449;SEC31B;#N/A
9450;MCCC2;#N/A
9451;QSOX2;#N/A
9452;GUK1;#N/A
9453;SYTL4;#N/A
9454;SH2B2;#N/A
9455;FBXO4;#N/A
9456;PRSS50;#N/A
9457;ODR4;#N/A
9458;CCDC120;#N/A
9459;AKAP7;#N/A
9460;DDX51;#N/A
9461;CENPN;#N/A
9462;ACAD8;#N/A
9463;PTPRH;#N/A
9464;TRAPPC2L;#N/A
9465;OSBP2;#N/A
9466;ATP5PO;#N/A
9467;TRAFD1;#N/A
9468;SLTM;#N/A
9469;DCST2;#N/A
9470;MUTYH;x
9471;MRPS33;#N/A
9472;ZNF649;#N/A
9473;CDIPT;#N/A
9474;MICAL1;#N/A
9475;TNFRSF17;x
9476;ZNF302;#N/A
9477;SPAG16;#N/A
9478;ARL2;#N/A
9479;PYCR3;#N/A
9480;ZG16B;#N/A
9481;METTL15;#N/A
9482;PHF1;#N/A
9483;NOVA1;#N/A
9484;ITPRIPL2;#N/A
9485;NDUFA9;#N/A
9486;RPL35;#N/A
9487;MID1;#N/A
9488;CEP164;#N/A
9489;DECR2;#N/A
9490;GHITM;#N/A
9491;ZNF668;#N/A
9492;DEPTOR;#N/A
9493;SIGLEC8;#N/A
9494;DNALI1;#N/A
9495;REPIN1;#N/A
9496;GALK1;#N/A
9497;NGRN;#N/A
9498;RUBCN;#N/A
9499;PWWP2A;#N/A
9500;RUSC1;#N/A
9501;NCR3LG1;#N/A
9502;PRELID1;#N/A
9503;ROBO3;#N/A
9504;RCE1;#N/A
9505;MAPKAPK5;#N/A
9506;CALY;#N/A
9507;KIAA1217;#N/A
9508;LRCH1;#N/A
9509;ZSCAN5A;#N/A
9510;PRRG2;#N/A
9511;CARD6;#N/A
9512;AKT1S1;x
9513;SIPA1L2;#N/A
9514;PTP4A1;#N/A
9515;PGM2;#N/A
9516;GJB1;#N/A
9517;BTD;#N/A
9518;ITGB6;#N/A
9519;NAT1;#N/A
9520;ANKRD20A1;#N/A
9521;CLPTM1L;#N/A
9522;MRPS14;#N/A
9523;NUCB2;#N/A
9524;RNASEH2C;#N/A
9525;EPS15L1;#N/A
9526;GTF2H2C_2;#N/A
9527;PACS1;#N/A
9528;ANKRD11;x
9529;NDST2;#N/A
9530;MRPL44;#N/A
9531;ETHE1;#N/A
9532;ZNF324B;#N/A
9533;PGD;#N/A
9534;EML3;#N/A
9535;ARID3B;x
9536;NMD3;#N/A
9537;PTGDS;#N/A
9538;ASAP2;#N/A
9539;NPC2;#N/A
9540;RAB33B;#N/A
9541;POM121C;#N/A
9542;PSKH1;#N/A
9543;STX1B;#N/A
9544;ARHGDIG;#N/A
9545;NCALD;#N/A
9546;GORAB;#N/A
9547;TACC2;#N/A
9548;RTN1;#N/A
9549;C1orf216;#N/A
9550;LCAT;#N/A
9551;C6orf120;#N/A
9552;ULK2;#N/A
9553;KLHL36;#N/A
9554;RAB6B;#N/A
9555;INTS4;#N/A
9556;HS6ST1;#N/A
9557;KLKB1;#N/A
9558;RHOF;#N/A
9559;PTPRR;#N/A
9560;HMGN1;#N/A
9561;MYO1A;#N/A
9562;DMPK;#N/A
9563;CRCP;#N/A
9564;MRPL49;#N/A
9565;SLC34A2;#N/A
9566;F11R;#N/A
9567;ZKSCAN1;#N/A
9568;HP1BP3;#N/A
9569;CORO1C;#N/A
9570;GOLGA3;#N/A
9571;MEX3B;#N/A
9572;RBBP9;#N/A
9573;MICA;#N/A
9574;LLPH;#N/A
9575;PRPF39;#N/A
9576;C1orf226;#N/A
9577;TDP2;#N/A
9578;PFKFB1;#N/A
9579;SDCBP2;#N/A
9580;CDNF;#N/A
9581;C3orf20;#N/A
9582;MYBPC3;#N/A
9583;ECI1;#N/A
9584;NCR3;#N/A
9585;SCNN1B;#N/A
9586;SLC25A15;#N/A
9587;GPRIN1;#N/A
9588;KRT10;#N/A
9589;DZIP3;#N/A
9590;CBWD2;#N/A
9591;HTRA3;#N/A
9592;RASSF4;#N/A
9593;MFN2;#N/A
9594;NSUN2;#N/A
9595;H2BU1;#N/A
9596;GNAT3;#N/A
9597;IER3;#N/A
9598;SNAP91;#N/A
9599;EI24;#N/A
9600;TPST2;#N/A
9601;PKNOX1;#N/A
9602;TTC33;#N/A
9603;SPCS2;#N/A
9604;PJA1;#N/A
9605;MED9;#N/A
9606;CRYBA2;#N/A
9607;SULF2;#N/A
9608;PRR12;#N/A
9609;MRPL40;#N/A
9610;TRIM36;#N/A
9611;MRPS28;#N/A
9612;BRD9;#N/A
9613;ELOF1;#N/A
9614;IFT74;#N/A
9615;HBP1;#N/A
9616;NAA40;#N/A
9617;ETV3;#N/A
9618;ZNF227;#N/A
9619;UNC45A;#N/A
9620;H2AW;#N/A
9621;UBE4B;#N/A
9622;WDR1;#N/A
9623;NUP188;#N/A
9624;EGFL7;x
9625;BEX2;#N/A
9626;SOGA1;#N/A
9627;CAPRIN1;#N/A
9628;IFT46;#N/A
9629;MTHFD1;#N/A
9630;SCN8A;#N/A
9631;DUSP10;#N/A
9632;NDUFAF4;#N/A
9633;PGM2L1;#N/A
9634;KCTD10;#N/A
9635;MAPK4;#N/A
9636;DIRAS1;#N/A
9637;MCU;#N/A
9638;WTIP;#N/A
9639;DBR1;#N/A
9640;CGN;#N/A
9641;PPFIA3;#N/A
9642;RAB11FIP1;#N/A
9643;YTHDF2;#N/A
9644;TTC4;#N/A
9645;ZNFX1;#N/A
9646;C10orf67;#N/A
9647;SBDS;#N/A
9648;SUSD1;#N/A
9649;TMEM209;#N/A
9650;IRGQ;#N/A
9651;HSD11B2;#N/A
9652;FASTKD2;#N/A
9653;MTHFD2;x
9654;NARS1;#N/A
9655;QSOX1;#N/A
9656;ZNF45;#N/A
9657;STARD9;#N/A
9658;YPEL5;#N/A
9659;RABGAP1;#N/A
9660;ZC3H12C;#N/A
9661;RSPH10B;#N/A
9662;ZNF646;#N/A
9663;KLHL3;#N/A
9664;CA4;#N/A
9665;IDI2;#N/A
9666;CRYZ;#N/A
9667;CCM2;#N/A
9668;MESD;#N/A
9669;POLR3K;#N/A
9670;ZNF773;#N/A
9671;ZNF552;#N/A
9672;ZFP82;#N/A
9673;AKAP10;#N/A
9674;DNAJC8;#N/A
9675;AEN;#N/A
9676;ZC2HC1C;#N/A
9677;LACTB;#N/A
9678;TRIM11;#N/A
9679;LRFN3;#N/A
9680;SSU72;#N/A
9681;RASSF3;#N/A
9682;IFT27;#N/A
9683;SHD;#N/A
9684;KXD1;#N/A
9685;SLC25A19;#N/A
9686;UBL5;#N/A
9687;ZNF445;#N/A
9688;ARV1;#N/A
9689;YARS2;#N/A
9690;RNF144A;#N/A
9691;ITFG1;#N/A
9692;IFT52;#N/A
9693;GRAP;#N/A
9694;TAC1;#N/A
9695;HIRIP3;#N/A
9696;TNFRSF13C;#N/A
9697;CCNYL1;#N/A
9698;SYN2;#N/A
9699;PARD6G;#N/A
9700;C9orf24;#N/A
9701;SLC25A30;#N/A
9702;TSGA10;#N/A
9703;LPCAT3;#N/A
9704;PIGB;#N/A
9705;MYH11;x
9706;VNN2;#N/A
9707;SH3BGRL;#N/A
9708;NTN4;#N/A
9709;TSPYL4;#N/A
9710;RBMS2;#N/A
9711;CAB39;#N/A
9712;CST3;#N/A
9713;CCDC91;#N/A
9714;FRMPD4;#N/A
9715;MAP4K4;x
9716;RRAGD;#N/A
9717;RPL9;#N/A
9718;CAT;#N/A
9719;EXD2;#N/A
9720;CLIC1;#N/A
9721;MBTPS1;#N/A
9722;CRHBP;#N/A
9723;RNF26;#N/A
9724;KCNA5;#N/A
9725;STAB1;#N/A
9726;ZSCAN18;#N/A
9727;MCHR1;#N/A
9728;SLC5A1;#N/A
9729;SDK2;#N/A
9730;UBE3B;#N/A
9731;KIR3DL1;#N/A
9732;DPH2;#N/A
9733;PIP4K2B;#N/A
9734;AGPAT1;#N/A
9735;P4HA2;#N/A
9736;VAMP1;#N/A
9737;JAKMIP2;#N/A
9738;INTS9;#N/A
9739;TXNDC5;#N/A
9740;CUEDC2;#N/A
9741;CFDP1;#N/A
9742;UNC93B1;#N/A
9743;PRR5L;#N/A
9744;STON2;#N/A
9745;CFP;#N/A
9746;RBM6;#N/A
9747;RMI2;#N/A
9748;NAT2;#N/A
9749;NDUFB5;#N/A
9750;SNU13;#N/A
9751;SOX6;#N/A
9752;PDZRN3;#N/A
9753;LTK;x
9754;BRI3BP;#N/A
9755;LGALSL;#N/A
9756;BMP3;#N/A
9757;RD3;#N/A
9758;ADRB3;#N/A
9759;SNX20;#N/A
9760;PIGR;#N/A
9761;PDHX;#N/A
9762;PRR5;#N/A
9763;RASIP1;#N/A
9764;PDPR;#N/A
9765;MIEF1;#N/A
9766;APBA2;#N/A
9767;NRBF2;#N/A
9768;RTKN;#N/A
9769;ZSCAN29;#N/A
9770;GAD1;#N/A
9771;C3orf62;#N/A
9772;RGS12;#N/A
9773;FAM43A;#N/A
9774;SPOCK2;#N/A
9775;MRPL45;#N/A
9776;LZTR1;x
9777;HCCS;#N/A
9778;ZDHHC6;#N/A
9779;TEX15;#N/A
9780;GRK3;#N/A
9781;CELF3;#N/A
9782;KLRF2;#N/A
9783;TOE1;#N/A
9784;NUP88;#N/A
9785;SPG7;#N/A
9786;MR1;#N/A
9787;NAP1L2;#N/A
9788;ARFIP2;#N/A
9789;TMEM41B;#N/A
9790;ARHGAP35;x
9791;BAIAP2L1;#N/A
9792;RAB40A;#N/A
9793;TMEM120B;#N/A
9794;PIN4;#N/A
9795;PDLIM1;#N/A
9796;BSND;#N/A
9797;PLXNB3;#N/A
9798;OSTC;#N/A
9799;TMEM92;#N/A
9800;TYW1B;#N/A
9801;UBL7;#N/A
9802;MED18;#N/A
9803;ECHS1;#N/A
9804;RFFL;#N/A
9805;FMN2;#N/A
9806;MAP3K6;#N/A
9807;GRSF1;#N/A
9808;OSBPL11;#N/A
9809;TMED10;#N/A
9810;PDLIM2;#N/A
9811;SELENON;#N/A
9812;CARTPT;#N/A
9813;PDXDC1;#N/A
9814;ANKRD13D;#N/A
9815;CREG1;#N/A
9816;GABRR2;#N/A
9817;TBC1D5;#N/A
9818;SUCLG1;#N/A
9819;MYO15B;#N/A
9820;CP;#N/A
9821;FBXO25;#N/A
9822;CISD3;#N/A
9823;SRBD1;#N/A
9824;TMEM106B;#N/A
9825;BUD13;#N/A
9826;UFC1;#N/A
9827;RER1;#N/A
9828;CCDC9;#N/A
9829;CRIP1;#N/A
9830;C6;#N/A
9831;NCEH1;#N/A
9832;HABP4;#N/A
9833;MOB2;#N/A
9834;MKS1;#N/A
9835;RNF103;#N/A
9836;IBA57;#N/A
9837;ZNF408;#N/A
9838;CT45A3;#N/A
9839;GFM1;#N/A
9840;DNAJC4;#N/A
9841;MGARP;#N/A
9842;SH3BGRL3;#N/A
9843;TMCO3;#N/A
9844;NELL1;#N/A
9845;FAH;#N/A
9846;PTPN20;#N/A
9847;SERAC1;#N/A
9848;CHST14;#N/A
9849;FAM216A;#N/A
9850;NCDN;#N/A
9851;FAM131B;#N/A
9852;COQ7;#N/A
9853;MOGS;#N/A
9854;ALAS2;#N/A
9855;HSH2D;#N/A
9856;RNF25;#N/A
9857;LEPROT;#N/A
9858;NBEAL2;#N/A
9859;OLFM3;#N/A
9860;INA;#N/A
9861;TNNI1;#N/A
9862;ULK3;#N/A
9863;ESYT2;#N/A
9864;MRPL48;#N/A
9865;RAD54L2;#N/A
9866;SLC39A11;#N/A
9867;BRI3;#N/A
9868;BBS2;#N/A
9869;WASF2;#N/A
9870;SRSF5;#N/A
9871;TBC1D1;#N/A
9872;CDCP1;#N/A
9873;GPSM1;#N/A
9874;TCTN1;#N/A
9875;QDPR;#N/A
9876;KSR2;x
9877;MKRN2;#N/A
9878;NTPCR;#N/A
9879;FAM118B;#N/A
9880;AK4;#N/A
9881;DNAJC21;#N/A
9882;ANG;#N/A
9883;PTER;#N/A
9884;INSL3;#N/A
9885;KIZ;#N/A
9886;NVL;#N/A
9887;ATP5PD;#N/A
9888;EMC7;#N/A
9889;CFI;#N/A
9890;TPRA1;#N/A
9891;TMEM165;#N/A
9892;TTLL3;#N/A
9893;RSU1;#N/A
9894;CAP2;#N/A
9895;RASD1;#N/A
9896;CALB2;#N/A
9897;NDRG2;#N/A
9898;AP4S1;#N/A
9899;TNNT3;#N/A
9900;GNPAT;#N/A
9901;ALG2;#N/A
9902;SPECC1;#N/A
9903;DPH1;#N/A
9904;ARF3;#N/A
9905;ZNF691;#N/A
9906;PXMP2;#N/A
9907;LORICRIN;#N/A
9908;DTX1;x
9909;RBKS;#N/A
9910;TNFRSF6B;#N/A
9911;NANS;#N/A
9912;CNDP2;#N/A
9913;RAB3C;#N/A
9914;SH3BP1;#N/A
9915;SLC6A9;#N/A
9916;KDELR3;#N/A
9917;FNBP1L;#N/A
9918;PARVB;#N/A
9919;PDE6G;#N/A
9920;KCNH2;#N/A
9921;WDTC1;#N/A
9922;PEX16;#N/A
9923;CNTNAP2;#N/A
9924;TBC1D7;#N/A
9925;IL9R;#N/A
9926;FARSB;#N/A
9927;THEMIS;#N/A
9928;PDIK1L;#N/A
9929;NAB2;#N/A
9930;PPIF;#N/A
9931;ELP6;#N/A
9932;PDZK1IP1;#N/A
9933;SLC34A3;#N/A
9934;SLC22A5;#N/A
9935;SLC17A1;#N/A
9936;HSPB9;#N/A
9937;NOSTRIN;#N/A
9938;FREM2;#N/A
9939;PRPSAP2;#N/A
9940;DAZAP1;#N/A
9941;SCGB1A1;#N/A
9942;GSPT1;#N/A
9943;TADA2B;#N/A
9944;THEG;#N/A
9945;NOL6;#N/A
9946;GFRA2;#N/A
9947;LTA4H;#N/A
9948;DRD5;#N/A
9949;COMMD10;#N/A
9950;PEX10;#N/A
9951;MYO1E;#N/A
9952;ENSA;#N/A
9953;ZC3H14;#N/A
9954;SGK2;#N/A
9955;ZNF426;#N/A
9956;RIN2;#N/A
9957;GPR161;#N/A
9958;SUMF1;#N/A
9959;SSH3;#N/A
9960;CHAC2;#N/A
9961;ATP6V0D2;#N/A
9962;HTR3A;#N/A
9963;LAD1;#N/A
9964;ACMSD;#N/A
9965;UQCRFS1;#N/A
9966;COQ9;#N/A
9967;SLC9A4;#N/A
9968;LAMTOR2;#N/A
9969;UBXN8;#N/A
9970;DPP3;#N/A
9971;GRK6;#N/A
9972;MRPS10;#N/A
9973;TECR;#N/A
9974;BATF2;#N/A
9975;GOLGA1;#N/A
9976;TACR2;#N/A
9977;UTY;#N/A
9978;INF2;#N/A
9979;CDAN1;#N/A
9980;PVRIG;#N/A
9981;PALM;#N/A
9982;RBP7;#N/A
9983;RHBDD3;#N/A
9984;ASPRV1;#N/A
9985;NDUFB8;#N/A
9986;TXNL4B;#N/A
9987;TRAK1;#N/A
9988;TUBG2;#N/A
9989;ARAP1;#N/A
9990;ANKRA2;#N/A
9991;CHMP2A;#N/A
9992;TIAL1;#N/A
9993;ZNF317;#N/A
9994;CLGN;#N/A
9995;SRSF9;#N/A
9996;FAM13A;#N/A
9997;DDX60;#N/A
9998;MT-ND4;#N/A
9999;HOXC9;#N/A
10000;ASPHD2;#N/A
10001;CDK2AP2;#N/A
10002;GLB1;#N/A
10003;BRD3;x
10004;HOXB6;#N/A
10005;CS;#N/A
10006;HBG1;#N/A
10007;SMG7;#N/A
10008;SURF1;#N/A
10009;PLAA;#N/A
10010;MRPL46;#N/A
10011;HACL1;#N/A
10012;FBLIM1;#N/A
10013;NAA35;#N/A
10014;SORCS3;#N/A
10015;AHSP;#N/A
10016;REPS2;#N/A
10017;ABHD5;#N/A
10018;UQCRC2;#N/A
10019;HIGD1A;#N/A
10020;KBTBD6;#N/A
10021;LAT2;#N/A
10022;ALDH18A1;#N/A
10023;MT-CYB;#N/A
10024;PRSS23;#N/A
10025;HPCAL1;#N/A
10026;ERGIC1;#N/A
10027;ANKRD23;#N/A
10028;MYOM2;#N/A
10029;VWDE;#N/A
10030;MYG1;#N/A
10031;SLC35E1;#N/A
10032;CDC14A;#N/A
10033;ECSCR;#N/A
10034;PPM1L;#N/A
10035;NYX;#N/A
10036;STXBP6;#N/A
10037;GPRIN2;#N/A
10038;OASL;#N/A
10039;TRIM17;#N/A
10040;CHST10;#N/A
10041;STX2;#N/A
10042;SCRN2;#N/A
10043;KIR2DL4;#N/A
10044;DNAJC14;#N/A
10045;MRPS11;#N/A
10046;RBM18;#N/A
10047;KCTD9;#N/A
10048;RNF128;#N/A
10049;RABEPK;#N/A
10050;KLHDC4;#N/A
10051;OAF;#N/A
10052;TAC3;#N/A
10053;OXCT1;#N/A
10054;NUCKS1;#N/A
10055;SEC23A;#N/A
10056;C12orf4;#N/A
10057;RTCB;#N/A
10058;ADAM11;#N/A
10059;TM4SF20;#N/A
10060;DOLK;#N/A
10061;ANKZF1;#N/A
10062;DENND2D;#N/A
10063;FARS2;#N/A
10064;SPAG1;#N/A
10065;CHIC2;#N/A
10066;NAGA;#N/A
10067;ICAM3;#N/A
10068;SLPI;#N/A
10069;NARS2;#N/A
10070;SPEF2;#N/A
10071;SMPDL3A;#N/A
10072;RPS4Y1;#N/A
10073;UTP18;#N/A
10074;COX11;#N/A
10075;ARL4D;#N/A
10076;SLC4A1AP;#N/A
10077;PNPLA8;#N/A
10078;ARMCX3;#N/A
10079;DUSP3;#N/A
10080;ZNF277;#N/A
10081;ADPRH;#N/A
10082;SLC16A6;#N/A
10083;SLC30A2;#N/A
10084;UTS2B;#N/A
10085;SARM1;#N/A
10086;ALDH8A1;#N/A
10087;PGAM1;#N/A
10088;EPS8L1;#N/A
10089;ARHGEF10;#N/A
10090;CD7;#N/A
10091;RGS7;#N/A
10092;CCDC136;#N/A
10093;MAL2;x
10094;TAT;#N/A
10095;EEF1B2;#N/A
10096;CCDC77;#N/A
10097;CCDC15;#N/A
10098;DGAT1;#N/A
10099;SLC35F2;#N/A
10100;PHACTR4;#N/A
10101;SEC23IP;#N/A
10102;RCBTB2;#N/A
10103;GPAM;#N/A
10104;ZBTB9;#N/A
10105;HSD17B4;#N/A
10106;IFRD1;#N/A
10107;AP3M1;#N/A
10108;MT-ND5;#N/A
10109;UPP2;#N/A
10110;CPM;#N/A
10111;CD24;#N/A
10112;LUC7L3;#N/A
10113;GATAD1;#N/A
10114;SH3BP5L;#N/A
10115;ALKBH8;#N/A
10116;HSDL1;#N/A
10117;C4orf3;#N/A
10118;PGLS;#N/A
10119;AAAS;#N/A
10120;ECE1;#N/A
10121;UQCRH;#N/A
10122;COMMD3;#N/A
10123;APOBEC1;#N/A
10124;MT-CO3;#N/A
10125;ACR;#N/A
10126;ADNP2;#N/A
10127;MED22;#N/A
10128;PAIP2B;#N/A
10129;C1GALT1C1;#N/A
10130;MIF4GD;#N/A
10131;LAMTOR3;#N/A
10132;ARX;#N/A
10133;NHS;#N/A
10134;PLIN5;#N/A
10135;CACNB3;#N/A
10136;GPR35;#N/A
10137;RAB11FIP3;#N/A
10138;SEC23B;#N/A
10139;TMEM184B;#N/A
10140;NRXN3;#N/A
10141;SIPA1L3;#N/A
10142;NDUFS4;#N/A
10143;CCDC117;#N/A
10144;PRSS1;#N/A
10145;JMJD4;#N/A
10146;DERA;#N/A
10147;GLB1L2;#N/A
10148;PIWIL1;#N/A
10149;PDCL;#N/A
10150;SYNJ2;#N/A
10151;COG1;#N/A
10152;TYW1;#N/A
10153;PPP1R10;#N/A
10154;DGKA;#N/A
10155;PRPSAP1;#N/A
10156;TBL2;#N/A
10157;SLC8A3;#N/A
10158;BBS4;#N/A
10159;PI4K2B;#N/A
10160;UFSP2;#N/A
10161;BIN3;#N/A
10162;MGAT4B;#N/A
10163;ATG3;#N/A
10164;CTDSP1;#N/A
10165;TRUB2;#N/A
10166;KLHL7;#N/A
10167;MPL;x
10168;HLA-DQA1;#N/A
10169;KCNK3;#N/A
10170;GSPT2;#N/A
10171;CWC27;#N/A
10172;TCTA;#N/A
10173;RNF167;#N/A
10174;TEFM;#N/A
10175;SEC31A;#N/A
10176;FAHD1;#N/A
10177;SNRPC;#N/A
10178;TIMM23;#N/A
10179;CORO2A;#N/A
10180;IVNS1ABP;#N/A
10181;CEACAM8;#N/A
10182;MCAT;#N/A
10183;ZFAND5;#N/A
10184;LRRC28;#N/A
10185;CENPV;#N/A
10186;MRPL53;#N/A
10187;COG7;#N/A
10188;CES3;#N/A
10189;OSTF1;#N/A
10190;RBM38;#N/A
10191;COX16;#N/A
10192;KCNQ1;#N/A
10193;CHRM4;#N/A
10194;ZBTB46;#N/A
10195;CPLX2;#N/A
10196;ZNF655;#N/A
10197;DDHD2;#N/A
10198;PARS2;#N/A
10199;TMEM104;#N/A
10200;ATP2C1;#N/A
10201;CFD;#N/A
10202;ARHGAP11A;#N/A
10203;DDX50;#N/A
10204;KCTD2;#N/A
10205;ACSF3;#N/A
10206;CTSA;#N/A
10207;SPRY1;#N/A
10208;ELP4;#N/A
10209;FGF12;#N/A
10210;MTO1;#N/A
10211;MAGED4;#N/A
10212;NDUFA7;#N/A
10213;TOB2;#N/A
10214;UXS1;#N/A
10215;BANK1;#N/A
10216;SLU7;#N/A
10217;DNASE1L2;#N/A
10218;GMPPA;#N/A
10219;STIM2;#N/A
10220;ILKAP;#N/A
10221;FBXL17;#N/A
10222;RALGPS1;#N/A
10223;ALDH16A1;#N/A
10224;SPATA2L;#N/A
10225;WDR45;#N/A
10226;RGL1;#N/A
10227;TMEM192;#N/A
10228;BTN2A2;#N/A
10229;NPPA;#N/A
10230;BACE2;#N/A
10231;ZNF511;#N/A
10232;RABL2A;#N/A
10233;WDR11;#N/A
10234;RBM11;#N/A
10235;AKAP17A;#N/A
10236;C8orf48;#N/A
10237;RCC2;#N/A
10238;ARHGAP10;#N/A
10239;TIGD7;#N/A
10240;KLHL38;#N/A
10241;PLEKHA5;#N/A
10242;WDR55;#N/A
10243;CELSR2;#N/A
10244;PPA1;#N/A
10245;FAM171A2;#N/A
10246;DUSP8;#N/A
10247;TBC1D14;#N/A
10248;FAR2;#N/A
10249;CYB5A;#N/A
10250;SIPA1L1;#N/A
10251;PGPEP1;#N/A
10252;COX4I2;#N/A
10253;GPRC5A;#N/A
10254;DHX29;#N/A
10255;LONRF1;#N/A
10256;SPRED1;x
10257;TSPAN2;#N/A
10258;OSBPL1A;#N/A
10259;CARD18;#N/A
10260;ARHGAP4;#N/A
10261;GNAT2;#N/A
10262;STARD13;#N/A
10263;MAP4;#N/A
10264;ALDH3B1;#N/A
10265;IWS1;#N/A
10266;AKR1A1;#N/A
10267;CRTAP;#N/A
10268;PGBD5;x
10269;COMMD9;#N/A
10270;LRP10;#N/A
10271;ASB6;#N/A
10272;FCGBP;#N/A
10273;KIR2DL1;#N/A
10274;MRFAP1L1;#N/A
10275;NSRP1;#N/A
10276;WDR44;#N/A
10277;BTN3A2;#N/A
10278;BARX1;#N/A
10279;EFHD1;#N/A
10280;ZNF768;#N/A
10281;TMEM222;#N/A
10282;LRP12;#N/A
10283;LRRC42;#N/A
10284;GOT2;#N/A
10285;KIR3DL2;#N/A
10286;KIR2DS4;#N/A
10287;TBC1D9;#N/A
10288;CDRT15L2;#N/A
10289;TUFT1;#N/A
10290;CHAC1;#N/A
10291;MTMR14;#N/A
10292;KIR2DS5;#N/A
10293;ECI2;#N/A
10294;PCCB;#N/A
10295;CDC42EP1;#N/A
